형태소,빈도수
사먹어냐,1
뿌려져,1
똑같은,1
이럴려면,1
싶었음,1
만들어주면,1
왁자지껄,1
갔으나,1
징소,1
잘못,1
찾았구나,1
돌아왔다,1
차가운거,1
신용산,1
아모레퍼시픽,1
그대,1
로다,1
근방,1
기온,1
차라,1
찼다,1
조용했다면,1
살펴보고,1
알았던,1
이상하게,1
가고싶,1
가심,1
더워,1
식히고,1
아쉽길래,1
도를,1
원하시던,1
출출해서,1
주니,1
남았을,1
섞이지,1
농축,1
섞이니,1
스트,1
곁들이다,1
아쉬웠음,1
곁들이면,1
일거,1
부족하고,1
해줌,1
붐비는데,1
어찌저찌,1
돌다,1
오스,1
크에서,1
빠르게,1
시켜줘,1
야함,1
가봤는데요,1
숲속,1
걸을수있어서,1
할수있게,1
해주시는데,1
볼건,1
유명한건,1
맛보고싶어서,1
먹으니깐,1
이었당,1
대단히,1
쏘줄,1
조아요,1
맛있었당,1
강력,1
컸다,1
읭이,1
뭐쥬,1
평지,1
어어어어,1
이쁘지도,1
광활하지도,1
동도,1
가며,1
무지,1
큰데,1
원한다면,1
나을듯,1
시끄럽지만,1
중요해요,1
나오거든요,1
딱딱해서,1
따땃하,1
갔고,1
넓기도,1
차있었구요,1
이었다가,1
형식,1
아쉬운게,1
아니었다는,1
맞춰진건,1
났습니다,1
공휴일,1
생지옥,1
될것이다,1
중국인,1
들끓는,1
잡는데,1
낭비,1
평균,1
이하,1
아삭아삭,1
씹힌다대,1
퍼센트,1
미치네요,1
갈았는지,1
다르고요,1
섞인,1
경악,1
들린다기에,1
비싼듯,1
엄청납니다,1
뜨겁더라도,1
쏘인데,1
에두,1
있는것과,1
잘나오는가,1
보는것보다,1
이쁘,1
건지더라,1
왤케,1
가는지,1
뜨자,1
마자,1
먹으로,1
고고씽,1
한남동,1
빙봉,1
찍든,1
아유,1
훌륭하고,1
해놨다,1
애견,1
비싸다는,1
어치,1
주어,1
주었으면,1
같기도,1
이태원,1
청담,1
시킨다면,1
해드리고,1
까지의,1
절경,1
펼쳐지는데,1
묵었던,1
프라이,1
빗풀,1
떨어지는,1
아니긴,1
멋있더라,1
기만,1
선셋,1
해드리는,1
프리,1
놀이터,1
시끌벅적한,1
반면,1
앉았다,1
라곤,1
좋았다가,1
겠다,1
맛있었답니다,1
적당했,1
많더라구요,1
시끄럽지,1
성의,1
니모,1
느끼하고,1
드해,1
분이면,1
귀하고,1
스스로,1
이점,1
알아서,1
낌새,1
비싸기까지,1
슬픈,1
심정,1
밤늦게,1
할수,1
수없이,1
황홀함,1
덕함,1
그걸,1
갖췄음,1
부티크,1
평범했음,1
지디,1
하이엔드,1
가려던,1
만석,1
급히,1
지해,1
강제,1
지를,1
좋아하지는,1
서모,1
던파,1
내려,1
유명하지만,1
조르륵,1
나있는,1
내다보는,1
한가운데,1
떠있는,1
년도,1
목재,1
마냥,1
평온,1
아득한,1
올드,1
해질녘,1
구식,1
편리한,1
교통,1
얹져,1
오던데,1
곳임,1
찍하다,1
인용,1
잇다고한,1
오고싶다,1
모아,1
모르겠음,1
대부,1
넣은건,1
아니였음,1
가는건,1
밀려있던,1
녹빙,1
나긴,1
거슬릴,1
해동,1
됐는지,1
서걱서걱,1
씹히더라고요,1
오래된,1
통나무,1
펼쳐진답니다,1
부근,1
특별하지는,1
했었는데요,1
걸어가다가,1
지쳐서,1
신기루,1
들어갔었어요,1
봤는데요,1
사랑스러워요,1
느꼈답니다,1
했었어요,1
싱거운,1
강렬한,1
아니였지만,1
국토,1
종주,1
바람벽,1
가보,1
특별한게,1
있는가,1
가보니,1
끝내줬다,1
그간,1
즐겁고,1
고자,1
소울,1
열정,1
타샤,1
인줄,1
느낍니다,1
먹으실,1
파워,1
불편한거,1
찾고싶다,1
독특했던,1
연결,1
되있어요,1
쉐어옆동,1
길목,1
거울,1
설치되,1
미술,1
몽블랑,1
먹었고,1
마실만,1
적합한,1
냉방,1
약함,1
극혐,1
거대,1
벤치,1
방이,1
했잖아,1
읽기도,1
ㅎㅋ,1
아닙니다,1
안락한,1
계신다면,1
특수성,1
될지는,1
전시회,1
트여,1
설치,1
있다전시,1
둘러본,1
충분하단,1
비쌀,1
만도,1
괜찮았다우도,1
상위,1
같다고나,1
봐야만,1
쿠키슈,1
먹었으면,1
같다아,1
해지고,1
다녀오시길,1
ㅅㅂ,1
나오네요,1
씹덕,1
왠만한,1
팔면,1
씁니다,1
마카오,1
먹은거,1
아니구여,1
식초,1
올라오고,1
부르는,1
올라올,1
올라오다가,1
내려오면,1
후진,1
하니까,1
올라오네요,1
볶음밥,1
시킬랍니다,1
미드,1
소마,1
났는데요,1
ㅋㅋㅋㅋㅋㅋㅋㅋ,1
공감,1
해줬네요,1
포르투갈,1
쳐인데,1
찾아올까,1
오셨더라구요,1
대단하긴,1
한가득,1
들어오려하는,1
가게안에,1
격리,1
놓음,1
키워주시면,1
안되나요,1
오지랖,1
죄송합니다,1
성도,1
어울리로,1
마스코트,1
가고싶을,1
ㅠㅋㅋ,1
독특해서,1
봤네요,1
넓진,1
불편하진,1
이상순,1
닮은,1
멋있어요,1
적습니다,1
탄산,1
쏘지,1
아쉽습니다,1
좋진,1
심하게,1
떨어져요,1
들어가야하는데,1
누군가,1
정방형,1
잘나오긴,1
까진,1
아니라서,1
촥촥,1
가기전부터,1
컸지만,1
맞춰서,1
넉넉했고,1
포루투갈식,1
이였고,1
다마,1
실수,1
반려동물,1
안고있으면,1
예뿌,1
세심,1
성지인,1
동떨어져있는,1
건조한,1
맑은,1
안고,1
완전체,1
왔구요,1
키위,1
시켰구,1
나왔,1
해가고,1
달라지는,1
깔끔해요,1
좋으나,1
맛음,1
뱅쇼,1
약하다,1
머물면서,1
간의,1
딴판,1
네온사인,1
였다면,1
비친,1
유명한지라,1
온전,1
에여,1
세용,1
이었나,1
맛있았어요,1
말소리,1
들린다,1
편리하고,1
헤엄,1
치는,1
돌고래,1
신기해서,1
쳐다봤다는,1
꾸며놓아서,1
인가가,1
지상,1
전광판,1
낫더라고요,1
발사,1
진이긴,1
있답니다,1
심해서,1
지옥,1
대란,1
다다른데,1
층층,1
마다의,1
찍었어요,1
유명해지지,1
않았으면,1
나갈,1
나가고,1
독특해요,1
하시나,1
맞진,1
주려다가,1
땜시,1
줘요,1
했으용,1
저렴하다,1
가의,1
기대하며,1
끌려,1
볶는,1
이니만큼,1
좋으네요,1
감기,1
생강차,1
강했고,1
느껴지네요,1
쇼크,1
걸리겠지만,1
이요,1
머문,1
했구요,1
단호박,1
비슷했어요,1
확대,1
되었으면,1
맛있지는,1
고소하고요,1
했는데도,1
야했습니다,1
넓어용,1
에디,1
받는데,1
걸려요,1
쑥떡,1
ㅜㅜㅜㅜㅜ,1
먹을수있나여,1
장통,1
목소리,1
부르느라,1
목청,1
터지고,1
안쓰러,1
질때,1
이쁨,1
다녀왔어용,1
랑은,1
힘드,1
블렌디드,1
느끼하긴하다,1
팔아주세요,1
한계,1
알겠네요,1
적었습니다,1
될만큼,1
멋지네요,1
평범했는데,1
신하,1
기프트샵,1
될것,1
인게,1
분명한데,1
엄청나다고,1
높지만,1
빵맛,1
해준다다음,1
할것,1
명란,1
바게트,1
대명,1
습관,1
많아지는,1
시간대,1
치트키,1
주제,1
맛없다고,1
리프,1
살인,1
돌빵,1
괜찮긴,1
괜찮은데,1
안줘서,1
용품,1
준다는데,1
머그,1
허기진,1
모자랄,1
어물,1
들어있어서,1
행복했다,1
부터는,1
행사,1
나가면서,1
봤더니,1
안된다고,1
쿨하게,1
넓었지만,1
하나라,1
기다렸다가,1
들어가야,1
불편했다하지만,1
바라보니,1
켜져있어서,1
예뻤고,1
어둑어둑했지만,1
한효주,1
다녀갔다고,1
그랬는지,1
만든다,1
필요없다,1
않는게,1
모르겠,1
다날,1
더운데다,1
되어가서,1
땡겼고,1
처드,1
링크,1
실패할,1
불리,1
먹은데다,1
스킵,1
출출했기에,1
더했다는데,1
기미,1
만치,1
쪼금,1
더했,1
얹어져,1
크러쉬,1
짙게,1
상관,1
말고는,1
느껴지는걸,1
레몬에이드,1
연두색,1
색소,1
파인애플,1
아니었는데,1
양념,1
크리스,1
피하,1
면서,1
달콤짭쪼롬,1
육즙,1
터져,1
눅눅함,1
루꼴,1
느끼할,1
먹어주기,1
창렬,1
형성,1
만만오천원,1
그렇겠거니,1
쭈루룩,1
붙여놓고,1
점령,1
있는데다가,1
물어보려고,1
서성여도,1
스텝,1
바쁜지,1
마땅히,1
짜증나서,1
버렸던,1
좋지만은,1
예쁘겠지만,1
강하구요,1
실외,1
요전,1
만족해요,1
더럽고,1
떠들고,1
놀고있어요,1
노맛,1
오란씨,1
뻔할거,1
앤비,1
있다는것,1
따름,1
갈리는,1
최고다,1
힙하,1
디제잉,1
변하는,1
틀어준다,1
있으신,1
찢어,1
버리네요,1
결혼식,1
싶어지네,1
추운데,1
샷시,1
활짝,1
둬서,1
힙한데,1
시끄러워,1
라기보단,1
바라고,1
불편했어요,1
가격표,1
의심,1
물림,1
전용,1
뷰뷰,1
아름답고,1
보자마자,1
탄성,1
나옵니다,1
말씀드릴,1
나오기까지,1
소요,1
됐습니다,1
만족스럽진,1
좋아하시거나,1
찾으시는거라면,1
찾아보시는,1
나오기,1
시끄러웠습니다,1
방해,1
씻고,1
이대로,1
등반,1
힘들만도,1
나오게,1
잊게,1
해주더라구요,1
하이네켄,1
넘는,1
등산,1
있겠어요,1
불렀습니다,1
방법,1
튀긴건,1
맛있겠어요,1
원피스,1
추웠지만,1
구비,1
비싸도,1
담으면서,1
쌉쌀해서,1
플레인,1
레모네이드,1
아니었,1
쌀가게,1
이었다이,1
편했냐,1
읽느라,1
보냈고,1
페이지,1
캘리그라피,1
연습,1
했다우진,1
갈까,1
시를,1
넘긴,1
되었건,1
귀한,1
함께한,1
되었고,1
원하든,1
원하지,1
않든,1
간지,1
승부,1
관덕정,1
길에므,1
재밌는게,1
신기하고,1
우진,1
쉬기,1
가깝다,1
넣었다는,1
스태프,1
복고,1
스럽구,1
빠듯해,1
먹엇구,1
햇숩,1
들리고싶어여,1
미당,1
가정,1
할머니,1
간듯,1
그러면서도,1
촌스럽다는,1
갖다,1
놔도,1
없을만큼,1
친절하지도,1
좋다다만,1
동물,1
싫어한다면,1
낫다,1
오곡,1
효리,1
민박,1
촬영,1
떠오른,1
열고,1
들어갔을,1
약초,1
사천,1
고소함은,1
묻히고,1
남았다는,1
들더라고요,1
사천원,1
너무하지,1
않나,1
없기도,1
대의,1
뛰어나진,1
않아오,1
아기자기함이,1
유명하더라구요,1
나뉘어있어요,1
복잡하거나,1
없는게,1
좋아하실만,1
만들어진,1
지날수록,1
달아져서,1
힘들었다,1
어쨌든,1
함당,1
오페,1
최적화,1
작았는데,1
좋아하실,1
첨으로,1
찍느라,1
팔렸던,1
스티,1
가져가게,1
해놨고,1
년후,1
우편,1
내게,1
하도,1
힘들거,1
많구,1
그랬는데,1
알록달록하고,1
밝게,1
꾸며져있고,1
찍으라고,1
놓아서,1
갔다하는,1
장명진,1
워드,1
가보게,1
넓었어요,1
않으며,1
촉촉함과,1
지향,1
한다며,1
무색,1
시끄럽게,1
별다른,1
제재,1
옆쪽,1
안녕,1
화씨,1
붙여진,1
글씨,1
경쟁,1
잡기,1
몰려있어서,1
스럽다,1
진하거나,1
경차,1
있는데다,1
무늬,1
건질,1
물배,1
채웠다당,1
물량,1
들른다면,1
철저하게,1
요구,1
방문객,1
조카,1
소음,1
얌전히,1
줬지만,1
나왔습니다,1
머물수가,1
가신,1
만족하셨어요,1
두신,1
섬세함에,1
반했어,1
착하다고,1
가져다주실,1
들어서,1
길리라,1
밀크쉐이크,1
진하진,1
떠져요,1
질리,1
넣으신,1
넣어주,1
자주색,1
진한데,1
시큼하지,1
괜찮지만,1
딱딱함,1
됐다하지만,1
이렇게나,1
감사합니다,1
식기,1
암튼,1
여기오면,1
구상,1
끌려서,1
배부르지,1
여느,1
두께,1
보울은,1
출시,1
카카오,1
닙스,1
들어있지,1
해진다는,1
조리,1
걸리는,1
반해서,1
가보고싶었던,1
작겠지,1
스르륵,1
기대도,1
쏘여서,1
나눠져있어서,1
덜할거,1
좋아할만,1
흐려서,1
쉬어가기,1
복잡한,1
있듯,1
하려는,1
켠엔,1
사오신,1
물품,1
티라미스,1
편이었다,1
모으지만,1
글쎄요,1
어설픈,1
모르겠는,1
않네요,1
보울도,1
괜춘,1
이구,1
다신,1
폴폴,1
풍기는,1
이뻐용,1
배불러서,1
통일,1
만든것,1
청량,1
두껍,1
촉촉히,1
젖어서,1
맛있었어용,1
일도,1
부드러움,1
동화,1
보울과,1
좋아질,1
높아질,1
봐야,1
먹긴하는데,1
띠용,1
올려주시는거,1
품은,1
호호,1
도장,1
깨기를,1
고소했던,1
특별하게,1
없음에도,1
증폭,1
시켜주는,1
일출,1
검멀레해변,1
집도,1
인해서,1
속도,1
빠르다,1
온난화,1
버린다,1
착하진,1
하다냥,1
컸는데,1
넣어줘서,1
이구나,1
이정,1
먹을거,1
그나마,1
맛있어진거지,1
쾌적하게,1
분태,1
가파도,1
반죽,1
가미,1
것일,1
다르긴,1
고소함,1
사진용,1
씹으니까,1
비싸네,1
한러,1
원더,1
유명하다는데,1
알레르기,1
꼬소,1
귤맛,1
그러는데,1
낫다네요,1
원조,1
옅어요,1
낮은지,1
묽고,1
뭔들,1
없겠어요,1
찍는다,1
부스러져,1
환한,1
그립다,1
얹힌,1
돌았다,1
끌며,1
시원했다,1
올라가는걸,1
올려주셔서,1
무려졌다,1
먹을수록,1
긋하게,1
베어나와,1
일조,1
특이점,1
넉넉히,1
하겠다,1
이이이이이,1
올려주지만,1
덜어내고,1
원정,1
빼주셨으면,1
말라진다,1
올려준,1
했으면,1
비싸지요,1
같냐면,1
먹겠으나,1
하기엔,1
너무도,1
서나,1
먹을수,1
먹고싶었으나,1
때리게,1
시원해서,1
절반,1
남겻다,1
짧다면,1
하나로,1
좋아라,1
먹었기에,1
하는데는,1
무리,1
어울릴것,1
톡톡,1
신비한,1
매년,1
변하지,1
있을테니,1
아쉽지가,1
기대한것만큼,1
드리,1
섞여있고,1
뿌려줘요,1
고소하긴,1
구수한,1
강하신,1
하시,1
얹어주신,1
거슬림,1
빼시는,1
괜찮지,1
유명한줄,1
괜히,1
아니네요,1
좋으시고,1
갈려있는게,1
맛있당,1
나더군요,1
고소한거,1
멋있어서,1
들어갑니다,1
예쁘긴,1
작아요,1
되려나,1
맛있는건,1
원하시면,1
걸어,1
화보,1
찍으세요,1
이십분,1
스테이,1
굿무드,1
꾸며진,1
틀어진,1
행복했네요,1
깔리고,1
작게,1
잘라져,1
올라가있어용,1
먹고싶었던지라,1
그랬고,1
가기전,1
들르시면,1
들어있었어요,1
산뜻,1
즐기러,1
많아용,1
되서,1
모드,1
유명했던,1
알아요,1
고스,1
반영,1
쓰셨다는,1
나요,1
저만,1
뜨기,1
가야겠다는,1
갔었는데요,1
떨어진다는,1
맛있거나,1
예쁘지만,1
다예,1
고요,1
였으면,1
맛있었을,1
있고를,1
떠나서,1
잔잔함과,1
드릴,1
담은,1
보이거나,1
불편하지,1
홍수,1
주는지도,1
요소,1
꼬여서,1
평범했던,1
갔으니,1
먹을까,1
그랬나,1
남기도,1
평범하나,1
불어오는,1
둘러보기,1
찍음,1
왔다가,1
태우고,1
였기에,1
본전,1
뽑는,1
공짜,1
받는다,1
동생,1
생산,1
안되고,1
많았던거,1
본차이나,1
했기,1
나던데,1
나와야,1
있으셔도,1
되겠지만,1
하셔도,1
인해서인,1
인근,1
썼네요,1
물가,1
경시,1
혜택,1
유명해지면,1
떨어질까봐,1
갖가지,1
원데이,1
같은것도,1
아니였는데,1
시도,1
해보시는,1
갸또,1
달았음,1
좋았을듯,1
한해,1
느꼈어요,1
내린것도,1
내리는걸,1
보려고,1
가리더라구요,1
웃겼습니다,1
넓은데다,1
마시며,1
어떨지,1
올라가도,1
비싸,1
폭닥,1
평범했네요,1
부쿠아벨,1
쳐보다,1
채운,1
들르,1
싫어해서,1
주신거에,1
탔더니,1
사라져서,1
맛있어졌어요,1
싫어하시는,1
시키시는걸,1
강합니다,1
마시고있기,1
넘나릐,1
벌였,1
쳐나,1
해보면,1
알려,1
졌으면,1
간절한,1
알리,1
들어오니,1
하구요,1
커피잔,1
놓으셨더라구요,1
포실포실,1
난리,1
서브,1
넘버원,1
조경이,1
출입구,1
싫다고,1
펼쳐져,1
느끼,1
평범한데,1
기보,1
즐기는게,1
남기겠다,1
힘들어서,1
괜찮다라고,1
됐는데,1
디딜,1
없고요,1
사가자,1
나오긴,1
좋다하시는,1
치킨,1
튀겨졌어요,1
하몽,1
섞여서,1
가꿔졌습니다,1
지정,1
트렌드,1
앞마당,1
홀린,1
맛있다를,1
눌러,1
야할까,1
복잡,1
미묘한,1
있을까요,1
낭낭함,1
해서라면,1
기꺼이,1
